scorer,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000
8,92.71773529052734,61.81858444213867,0.04041062295436859,98.79314422607422,66.21258544921875,1.0,44.22536849975586,79.90967559814453,0.001078953966498375,62.3941535949707,75.29148864746094,0.9999998807907104,46.43468475341797,83.4993667602539,1.0,74.06317138671875,93.99826049804688,1.0,76.18577575683594,129.42799377441406,0.9999998807907104,87.90196990966797,138.7052001953125,0.9999998807907104,59.8263053894043,136.63748168945312,0.9999996423721313,83.0177993774414,153.9807891845703,0.9999849796295166,180.3841552734375,126.35798645019531,0.9999996423721313,217.7900390625,127.30086517333984,0.9999997615814209,149.89820861816406,168.67568969726562,0.9999865293502808,176.50619506835938,159.94839477539062,0.9999915361404419,143.11871337890625,182.89773559570312,0.9999996423721313,182.942626953125,177.0260467529297,0.9999992847442627
9,88.58050537109375,67.69901275634766,0.011760401539504528,97.54988098144531,69.69705200195312,1.0,38.7846565246582,75.9125747680664,0.003673095488920808,60.17325210571289,75.503173828125,0.9999998807907104,42.783103942871094,80.10919952392578,1.0,72.46681213378906,93.44168090820312,1.0,72.79450988769531,124.80386352539062,0.9999998807907104,79.52204895019531,133.32171630859375,0.9999998807907104,56.56596374511719,137.34011840820312,0.9999998807907104,71.18160247802734,149.15313720703125,0.9999998807907104,179.6800994873047,103.66971588134766,1.0,228.4385528564453,114.19327545166016,1.0,175.56613159179688,159.52525329589844,0.9999997615814209,192.00827026367188,147.10682678222656,1.0,173.55540466308594,181.5364227294922,1.0,208.6190948486328,167.82273864746094,1.0
10,86.8030014038086,51.95099639892578,0.9476235508918762,87.40290832519531,55.14863586425781,1.0,42.13960266113281,92.0450439453125,0.01034597773104906,58.82181167602539,87.43460083007812,0.9999997615814209,41.15064239501953,99.46087646484375,1.0,70.40660858154297,103.1247329711914,1.0,65.0070571899414,134.9189453125,0.9999998807907104,80.91954040527344,139.53662109375,0.9999995231628418,51.742984771728516,142.51712036132812,0.9999994039535522,63.83354187011719,152.21337890625,0.9999741315841675,173.626708984375,87.40702819824219,0.9999992847442627,226.80577087402344,74.30082702636719,0.9999997615814209,193.68638610839844,123.73040008544922,0.9997597336769104,197.23814392089844,113.78008270263672,0.9998118281364441,212.74456787109375,123.03524017333984,0.9992356300354004,219.8354034423828,125.87438201904297,0.9999886751174927
11,78.88311004638672,65.02978515625,0.029376311227679253,86.49140167236328,64.17935180664062,1.0,42.811038970947266,100.1724624633789,0.003900643205270171,59.47256851196289,95.41851806640625,0.9999998807907104,43.88344192504883,111.10658264160156,1.0,74.27558898925781,108.74386596679688,1.0,120.10761260986328,153.12928771972656,1.0,107.00959777832031,167.59616088867188,1.0,132.4617919921875,153.9335479736328,0.9999998807907104,99.15071105957031,184.5455780029297,1.0,170.6267852783203,63.827850341796875,1.0,213.2085418701172,66.34973907470703,1.0,182.2013702392578,111.2314682006836,0.9999997615814209,163.5961456298828,105.62261962890625,0.9999996423721313,193.44976806640625,128.36593627929688,1.0,173.56607055664062,136.9798583984375,0.9999997615814209
12,80.16084289550781,71.32318878173828,0.04378911852836609,86.49884796142578,74.83350372314453,1.0,159.17881774902344,107.03057861328125,0.02431417629122734,63.961212158203125,101.36579895019531,1.0,46.676841735839844,110.03289794921875,1.0,72.69985961914062,113.32523345947266,0.9999997615814209,118.00696563720703,149.0731964111328,0.9999959468841553,124.08782196044922,152.68869018554688,0.9996271133422852,126.46571350097656,158.16004943847656,0.9999597072601318,128.61572265625,164.19287109375,0.999769389629364,164.31658935546875,99.879638671875,0.9999982118606567,213.65176391601562,93.7095718383789,0.9999998807907104,146.98507690429688,138.73890686035156,0.34979352355003357,142.60684204101562,127.22598266601562,0.5729583501815796,147.94857788085938,148.6032257080078,0.09577963501214981,146.44200134277344,149.20631408691406,0.003973541781306267
13,88.39430236816406,68.17272186279297,0.4274009168148041,94.40042877197266,69.68424224853516,1.0,99.0334701538086,82.35145568847656,0.027778971940279007,62.9481086730957,83.40117645263672,1.0,45.727745056152344,93.94950866699219,1.0,77.8486328125,99.06333923339844,1.0,87.83175659179688,133.0682830810547,0.9997809529304504,93.22251892089844,142.23390197753906,0.9901055693626404,86.72602844238281,149.92701721191406,0.999985933303833,96.25007629394531,156.201171875,0.9871695041656494,160.85687255859375,139.81796264648438,0.999958872795105,205.64418029785156,132.04534912109375,0.9999998807907104,146.991943359375,171.01951599121094,0.9999929666519165,156.0902557373047,167.29376220703125,0.23649781942367554,137.22348022460938,181.62750244140625,0.9994773268699646,139.7120361328125,181.9593048095703,0.6067088842391968
14,92.71773529052734,61.81858444213867,0.04041062295436859,98.79314422607422,66.21258544921875,1.0,44.22536849975586,79.90967559814453,0.001078953966498375,62.3941535949707,75.29148864746094,0.9999998807907104,46.43468475341797,83.4993667602539,1.0,74.06317138671875,93.99826049804688,1.0,76.18577575683594,129.42799377441406,0.9999998807907104,87.90196990966797,138.7052001953125,0.9999998807907104,59.8263053894043,136.63748168945312,0.9999996423721313,83.0177993774414,153.9807891845703,0.9999849796295166,180.3841552734375,126.35798645019531,0.9999996423721313,217.7900390625,127.30086517333984,0.9999997615814209,149.89820861816406,168.67568969726562,0.9999865293502808,176.50619506835938,159.94839477539062,0.9999915361404419,143.11871337890625,182.89773559570312,0.9999996423721313,182.942626953125,177.0260467529297,0.9999992847442627
15,88.58050537109375,67.69901275634766,0.011760401539504528,97.54988098144531,69.69705200195312,1.0,38.7846565246582,75.9125747680664,0.003673095488920808,60.17325210571289,75.503173828125,0.9999998807907104,42.783103942871094,80.10919952392578,1.0,72.46681213378906,93.44168090820312,1.0,72.79450988769531,124.80386352539062,0.9999998807907104,79.52204895019531,133.32171630859375,0.9999998807907104,56.56596374511719,137.34011840820312,0.9999998807907104,71.18160247802734,149.15313720703125,0.9999998807907104,179.6800994873047,103.66971588134766,1.0,228.4385528564453,114.19327545166016,1.0,175.56613159179688,159.52525329589844,0.9999997615814209,192.00827026367188,147.10682678222656,1.0,173.55540466308594,181.5364227294922,1.0,208.6190948486328,167.82273864746094,1.0
16,86.8030014038086,51.95099639892578,0.9476235508918762,87.40290832519531,55.14863586425781,1.0,42.13960266113281,92.0450439453125,0.01034597773104906,58.82181167602539,87.43460083007812,0.9999997615814209,41.15064239501953,99.46087646484375,1.0,70.40660858154297,103.1247329711914,1.0,65.0070571899414,134.9189453125,0.9999998807907104,80.91954040527344,139.53662109375,0.9999995231628418,51.742984771728516,142.51712036132812,0.9999994039535522,63.83354187011719,152.21337890625,0.9999741315841675,173.626708984375,87.40702819824219,0.9999992847442627,226.80577087402344,74.30082702636719,0.9999997615814209,193.68638610839844,123.73040008544922,0.9997597336769104,197.23814392089844,113.78008270263672,0.9998118281364441,212.74456787109375,123.03524017333984,0.9992356300354004,219.8354034423828,125.87438201904297,0.9999886751174927
17,78.88311004638672,65.02978515625,0.029376311227679253,86.49140167236328,64.17935180664062,1.0,42.811038970947266,100.1724624633789,0.003900643205270171,59.47256851196289,95.41851806640625,0.9999998807907104,43.88344192504883,111.10658264160156,1.0,74.27558898925781,108.74386596679688,1.0,120.10761260986328,153.12928771972656,1.0,107.00959777832031,167.59616088867188,1.0,132.4617919921875,153.9335479736328,0.9999998807907104,99.15071105957031,184.5455780029297,1.0,170.6267852783203,63.827850341796875,1.0,213.2085418701172,66.34973907470703,1.0,182.2013702392578,111.2314682006836,0.9999997615814209,163.5961456298828,105.62261962890625,0.9999996423721313,193.44976806640625,128.36593627929688,1.0,173.56607055664062,136.9798583984375,0.9999997615814209
