scorer,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000,DLC_effnet_b0_MBTI DatabaseNov24shuffle0_30000
8,136.80166625976562,82.36215209960938,1.0,148.46803283691406,79.17162322998047,1.0,155.9620819091797,96.31128692626953,1.0,116.86203002929688,152.15252685546875,0.005050141364336014,183.86781311035156,98.04690551757812,1.0,147.185302734375,142.58973693847656,1.0,133.6703643798828,155.25482177734375,1.0,137.23509216308594,153.27098083496094,0.03545977920293808,137.58131408691406,164.2691192626953,0.9999998807907104,121.93811798095703,159.79873657226562,0.9999997615814209,81.81719970703125,125.25581359863281,0.9999998807907104,66.32904052734375,130.84539794921875,1.0,88.99549865722656,152.4720458984375,1.0,102.7282485961914,153.4107208251953,1.0,78.69872283935547,155.18963623046875,0.9999997615814209,104.32107543945312,163.8504638671875,1.0
9,138.85983276367188,84.46265411376953,1.0,151.36129760742188,81.58468627929688,1.0,156.6100616455078,99.36758422851562,1.0,158.16781616210938,102.14276885986328,0.00841690506786108,184.75192260742188,105.85881042480469,0.9999998807907104,145.29177856445312,143.26541137695312,0.9999998807907104,130.80125427246094,151.3852996826172,0.9999997615814209,144.5788116455078,152.8611602783203,0.9990690350532532,128.25550842285156,160.2742156982422,0.9999990463256836,139.31997680664062,163.84930419921875,0.9977450370788574,84.96359252929688,128.46910095214844,0.9999998807907104,71.1493148803711,124.55498504638672,0.9999998807907104,105.65406799316406,154.9753875732422,0.9999986886978149,96.28836059570312,152.61241149902344,0.9999934434890747,104.58954620361328,162.29115295410156,0.9999775886535645,91.87857818603516,156.97140502929688,0.9999995231628418
10,140.29818725585938,84.22367095947266,1.0,151.32569885253906,81.1234359741211,1.0,157.97555541992188,99.27074432373047,1.0,158.9755096435547,102.04585266113281,0.013218063861131668,184.353759765625,109.70463562011719,0.9999998807907104,145.4571533203125,144.46290588378906,1.0,132.73345947265625,153.77796936035156,0.999998927116394,146.5430908203125,153.9494171142578,0.9999831914901733,129.33041381835938,160.20632934570312,0.9999550580978394,145.87350463867188,163.8903045654297,0.9999969005584717,83.28913879394531,128.35401916503906,0.9999998807907104,70.35538482666016,127.2796401977539,1.0,104.6998291015625,155.50567626953125,0.9999996423721313,96.56979370117188,153.90728759765625,0.9999945163726807,103.44361114501953,163.16751098632812,0.9999938011169434,88.2281723022461,156.9095916748047,0.9999982118606567
11,138.42945861816406,81.00322723388672,1.0,151.71697998046875,78.44506072998047,1.0,156.64993286132812,95.99588012695312,0.9999998807907104,158.97679138183594,100.560546875,0.004791816230863333,185.77801513671875,104.12155151367188,0.9999998807907104,145.5677032470703,141.24256896972656,1.0,131.30433654785156,150.86839294433594,1.0,146.38516235351562,152.69422912597656,0.9999998807907104,126.23165893554688,159.09788513183594,0.9999998807907104,153.9884033203125,164.555908203125,0.9999997615814209,81.92312622070312,128.44456481933594,1.0,74.81610870361328,121.51515197753906,0.9999998807907104,104.8142318725586,154.3908233642578,0.9999997615814209,89.35464477539062,151.0542755126953,1.0,107.29601287841797,167.29489135742188,0.9999998807907104,82.74622344970703,156.03179931640625,1.0
12,136.72207641601562,81.95037841796875,1.0,148.2730712890625,78.9056625366211,1.0,155.8842315673828,96.18473815917969,1.0,151.55105590820312,98.94087219238281,0.002628289395943284,184.03285217285156,98.59642791748047,1.0,149.4351806640625,139.33277893066406,1.0,137.50839233398438,151.1911163330078,0.9999996423721313,149.8367156982422,150.1690673828125,0.9968518614768982,138.79058837890625,160.4626007080078,0.9999997615814209,137.76678466796875,158.5807342529297,0.9926141500473022,81.2249755859375,128.57046508789062,0.9999998807907104,69.15425872802734,128.4412384033203,1.0,100.19591522216797,160.1333770751953,0.9999265670776367,99.61250305175781,156.016357421875,0.9998922348022461,98.37651062011719,167.4130096435547,0.9999408721923828,90.90928649902344,164.0500030517578,0.9999874830245972
13,138.9044952392578,84.70352172851562,1.0,151.5972442626953,80.69346618652344,1.0,156.34864807128906,99.3559341430664,1.0,158.10147094726562,102.11164093017578,0.006762428674846888,184.9661407470703,105.649658203125,0.9999998807907104,147.8516082763672,145.78509521484375,1.0,135.69183349609375,154.3580322265625,1.0,146.6818084716797,153.50399780273438,0.8359954357147217,140.3028564453125,163.88720703125,1.0,130.51504516601562,160.67079162597656,0.9999402761459351,82.14779663085938,124.17467498779297,0.9999998807907104,68.3522720336914,127.68405151367188,0.9999998807907104,95.32180786132812,156.40701293945312,1.0,106.4551773071289,155.47869873046875,0.9999980926513672,88.48056030273438,165.86119079589844,0.9999997615814209,107.41584014892578,165.8073272705078,0.9999964237213135
14,138.70640563964844,81.89005279541016,1.0,151.3282012939453,78.6679916381836,1.0,156.9381103515625,95.38020324707031,1.0,159.039306640625,99.90158081054688,0.0022167409770190716,185.3461151123047,101.6585693359375,1.0,148.14353942871094,143.7389373779297,1.0,137.62388610839844,156.6994171142578,1.0,144.11624145507812,152.82737731933594,0.5236680507659912,143.39796447753906,165.2995147705078,0.9999984502792358,124.74391174316406,160.7361297607422,0.9999997615814209,80.02715301513672,126.38890838623047,0.9999991655349731,66.51899719238281,135.6061248779297,1.0,88.864013671875,153.27276611328125,1.0,104.32093811035156,154.99160766601562,0.9999997615814209,78.89527130126953,161.27450561523438,0.9999997615814209,104.20909118652344,166.53160095214844,1.0
15,136.80166625976562,82.36215209960938,1.0,148.46803283691406,79.17162322998047,1.0,155.9620819091797,96.31128692626953,1.0,116.86203002929688,152.15252685546875,0.005050141364336014,183.86781311035156,98.04690551757812,1.0,147.185302734375,142.58973693847656,1.0,133.6703643798828,155.25482177734375,1.0,137.23509216308594,153.27098083496094,0.03545977920293808,137.58131408691406,164.2691192626953,0.9999998807907104,121.93811798095703,159.79873657226562,0.9999997615814209,81.81719970703125,125.25581359863281,0.9999998807907104,66.32904052734375,130.84539794921875,1.0,88.99549865722656,152.4720458984375,1.0,102.7282485961914,153.4107208251953,1.0,78.69872283935547,155.18963623046875,0.9999997615814209,104.32107543945312,163.8504638671875,1.0
16,138.85983276367188,84.46265411376953,1.0,151.36129760742188,81.58468627929688,1.0,156.6100616455078,99.36758422851562,1.0,158.16781616210938,102.14276885986328,0.00841690506786108,184.75192260742188,105.85881042480469,0.9999998807907104,145.29177856445312,143.26541137695312,0.9999998807907104,130.80125427246094,151.3852996826172,0.9999997615814209,144.5788116455078,152.8611602783203,0.9990690350532532,128.25550842285156,160.2742156982422,0.9999990463256836,139.31997680664062,163.84930419921875,0.9977450370788574,84.96359252929688,128.46910095214844,0.9999998807907104,71.1493148803711,124.55498504638672,0.9999998807907104,105.65406799316406,154.9753875732422,0.9999986886978149,96.28836059570312,152.61241149902344,0.9999934434890747,104.58954620361328,162.29115295410156,0.9999775886535645,91.87857818603516,156.97140502929688,0.9999995231628418
17,140.29818725585938,84.22367095947266,1.0,151.32569885253906,81.1234359741211,1.0,157.97555541992188,99.27074432373047,1.0,158.9755096435547,102.04585266113281,0.013218063861131668,184.353759765625,109.70463562011719,0.9999998807907104,145.4571533203125,144.46290588378906,1.0,132.73345947265625,153.77796936035156,0.999998927116394,146.5430908203125,153.9494171142578,0.9999831914901733,129.33041381835938,160.20632934570312,0.9999550580978394,145.87350463867188,163.8903045654297,0.9999969005584717,83.28913879394531,128.35401916503906,0.9999998807907104,70.35538482666016,127.2796401977539,1.0,104.6998291015625,155.50567626953125,0.9999996423721313,96.56979370117188,153.90728759765625,0.9999945163726807,103.44361114501953,163.16751098632812,0.9999938011169434,88.2281723022461,156.9095916748047,0.9999982118606567
18,138.42945861816406,81.00322723388672,1.0,151.71697998046875,78.44506072998047,1.0,156.64993286132812,95.99588012695312,0.9999998807907104,158.97679138183594,100.560546875,0.004791816230863333,185.7780303955078,104.12155151367188,0.9999998807907104,145.5677032470703,141.24256896972656,1.0,131.30433654785156,150.86839294433594,1.0,146.38516235351562,152.69422912597656,0.9999998807907104,126.23165893554688,159.09788513183594,0.9999998807907104,153.9884033203125,164.555908203125,0.9999997615814209,81.92312622070312,128.44456481933594,1.0,74.81610870361328,121.51515197753906,0.9999998807907104,104.8142318725586,154.3908233642578,0.9999997615814209,89.35464477539062,151.0542755126953,1.0,107.29601287841797,167.29489135742188,0.9999998807907104,82.74622344970703,156.03179931640625,1.0
19,136.72207641601562,81.95037841796875,1.0,148.2730712890625,78.9056625366211,1.0,155.8842315673828,96.18473815917969,1.0,151.55105590820312,98.94087219238281,0.002628289395943284,184.03285217285156,98.59642791748047,1.0,149.4351806640625,139.33277893066406,1.0,137.50839233398438,151.1911163330078,0.9999996423721313,149.8367156982422,150.1690673828125,0.9968518614768982,138.79058837890625,160.4626007080078,0.9999997615814209,137.76678466796875,158.5807342529297,0.9926141500473022,81.2249755859375,128.57046508789062,0.9999998807907104,69.15425872802734,128.4412384033203,1.0,100.19591522216797,160.1333770751953,0.9999265670776367,99.61250305175781,156.016357421875,0.9998922348022461,98.37651062011719,167.4130096435547,0.9999408721923828,90.90928649902344,164.0500030517578,0.9999874830245972
20,138.9044952392578,84.70352172851562,1.0,151.5972442626953,80.69346618652344,1.0,156.34864807128906,99.3559341430664,1.0,158.10147094726562,102.11164093017578,0.006762428674846888,184.9661407470703,105.649658203125,0.9999998807907104,147.8516082763672,145.78509521484375,1.0,135.69183349609375,154.3580322265625,1.0,146.6818084716797,153.50399780273438,0.8359954357147217,140.3028564453125,163.88720703125,1.0,130.51504516601562,160.67079162597656,0.9999402761459351,82.14779663085938,124.17467498779297,0.9999998807907104,68.3522720336914,127.68405151367188,0.9999998807907104,95.32180786132812,156.40701293945312,1.0,106.4551773071289,155.47869873046875,0.9999980926513672,88.48056030273438,165.86119079589844,0.9999997615814209,107.41584014892578,165.8073272705078,0.9999964237213135
